evidence_id,org_id,obligation_id,control_id,evidence_type,evidence_title,evidence_date,submitted_by,status,reviewer_comments,storage_uri,evidence_score,hash
EVD-0000815,ORG-0006,OBL-000521,CTL-000470,Vendor attestation,Customer Protection evidence package 815,2026-04-27,USR-00093,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0006/815,51,4a940d861b2fb7f26f7f7357a9c7992a
EVD-0000816,ORG-0024,OBL-000690,CTL-000936,Transaction report,KYC/AML evidence package 816,2026-04-07,USR-00138,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0024/816,95,c90c6a7f215ae1583ddae80f507da49f
EVD-0000817,ORG-0024,OBL-000690,CTL-000936,Transaction report,KYC/AML evidence package 817,2026-01-06,USR-00123,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0024/817,0,f9626a45c15e0894a40a098554b47a61
EVD-0000818,ORG-0022,OBL-000709,CTL-000397,Audit sample,Outsourcing evidence package 818,2026-01-26,USR-00006,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0022/818,85,935ac20604a9f28805798793ff63d4d3
EVD-0000819,ORG-0005,OBL-000379,CTL-000273,Risk assessment,Cybersecurity evidence package 819,2025-06-02,USR-00059,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0005/819,93,74405423553a41343dc933fe79e5337d
EVD-0000820,ORG-0005,OBL-000379,CTL-000273,Risk assessment,Cybersecurity evidence package 820,2025-01-30,USR-00013,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0005/820,96,233568c6408a9ff0339995641c92326e
EVD-0000821,ORG-0017,OBL-000062,CTL-000903,Vendor attestation,Capital Adequacy evidence package 821,2026-03-12,USR-00070,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0017/821,85,5cc18c8011c66a282ebda3550b981c89
EVD-0000822,ORG-0017,OBL-000062,CTL-000903,Vendor attestation,Capital Adequacy evidence package 822,2025-06-19,USR-00141,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0017/822,0,9f072fb64b648e88cf7be43b9a4afc3b
EVD-0000823,ORG-0017,OBL-000062,CTL-000903,Vendor attestation,Capital Adequacy evidence package 823,2026-03-08,USR-00142,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0017/823,80,c46d5a7d0c626eab8a4fb09f477d1597
EVD-0000824,ORG-0023,OBL-000228,CTL-000443,Training log,Data Privacy evidence package 824,2026-06-13,USR-00046,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0023/824,63,e022ebff1f7cdfc700742eef478b566b
EVD-0000825,ORG-0023,OBL-000228,CTL-000443,Training log,Data Privacy evidence package 825,2026-04-09,USR-00046,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0023/825,34,338d463d91b28ea739eca9527f1be50a
EVD-0000826,ORG-0023,OBL-000228,CTL-000443,Training log,Data Privacy evidence package 826,2025-05-01,USR-00080,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0023/826,82,ba7424d1ae7eeea85630903b94029a5c
EVD-0000827,ORG-0003,OBL-000402,CTL-001438,Board minutes,Trading Risk evidence package 827,2026-05-22,USR-00113,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0003/827,47,6d732e4d883ef0acefaa16b4b9d30873
EVD-0000828,ORG-0003,OBL-000402,CTL-001438,Board minutes,Trading Risk evidence package 828,2024-12-28,USR-00117,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0003/828,40,1f914de33ce5197b119cacd22bee3211
EVD-0000829,ORG-0003,OBL-000540,CTL-000384,Training log,Trading Risk evidence package 829,2025-10-05,USR-00107,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0003/829,24,417ae75fd0fc166338e0a8189e5e376f
EVD-0000830,ORG-0003,OBL-000540,CTL-000384,Training log,Trading Risk evidence package 830,2025-03-08,USR-00047,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0003/830,92,6e2b514513ae6e6225db0fca26d77e15
EVD-0000831,ORG-0022,OBL-000525,CTL-000164,Transaction report,Cybersecurity evidence package 831,2026-05-11,USR-00129,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0022/831,50,179208ea7b13e7a81d871bcbfda7d0df
EVD-0000832,ORG-0022,OBL-000525,CTL-000164,Transaction report,Cybersecurity evidence package 832,2024-11-07,USR-00112,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0022/832,40,e422611af4610a7e3d15ade613a87a71
EVD-0000833,ORG-0006,OBL-000185,CTL-000706,Transaction report,Trading Risk evidence package 833,2025-08-07,USR-00093,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0006/833,67,0dcb47d53ee7ea56f7dd7c85b367866a
EVD-0000834,ORG-0023,OBL-000720,CTL-001278,Board minutes,Cybersecurity evidence package 834,2025-01-16,USR-00096,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0023/834,92,9bd2635d7c1cab2d37d4543c24b60285
EVD-0000835,ORG-0023,OBL-000720,CTL-001278,Board minutes,Cybersecurity evidence package 835,2025-07-20,USR-00046,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0023/835,87,492c3e1720a67012ae79828c226927db
EVD-0000836,ORG-0015,OBL-000301,CTL-000085,Board minutes,Operational Resilience evidence package 836,2025-12-30,USR-00084,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0015/836,80,4b671175ec616b25f884b6bf196a1dc4
EVD-0000837,ORG-0015,OBL-000301,CTL-000085,Board minutes,Operational Resilience evidence package 837,2024-12-15,USR-00010,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0015/837,0,9f0428a67ce429114f7914febe70b39e
EVD-0000838,ORG-0015,OBL-000301,CTL-000085,Board minutes,Operational Resilience evidence package 838,2026-07-04,USR-00105,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0015/838,0,2ac95561298755c23f78395bb58f4869
EVD-0000839,ORG-0021,OBL-000121,CTL-000025,Access review,Audit & Reporting evidence package 839,2025-01-15,USR-00048,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0021/839,78,0df4047340e0ec352f85f25995cf37cc
EVD-0000840,ORG-0021,OBL-000121,CTL-000025,Access review,Audit & Reporting evidence package 840,2024-12-19,USR-00143,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0021/840,25,27b75afa0afa2471880aef1db30ce24f
EVD-0000841,ORG-0021,OBL-000121,CTL-000025,Access review,Audit & Reporting evidence package 841,2025-08-01,USR-00143,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0021/841,68,5fe40de2e0a320aca8fb6dc634ec4085
EVD-0000842,ORG-0009,OBL-000743,CTL-001322,Risk assessment,Operational Resilience evidence package 842,2024-12-07,USR-00052,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0009/842,86,3b3fa4f314f1a03edc6a7e86db0ca3a3
EVD-0000843,ORG-0009,OBL-000743,CTL-001322,Risk assessment,Operational Resilience evidence package 843,2025-10-29,USR-00052,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0009/843,87,2707d11877532fb28d8feadc3ebb3775
EVD-0000844,ORG-0014,OBL-000609,CTL-001312,Incident record,Cybersecurity evidence package 844,2026-04-28,USR-00073,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0014/844,94,6861b27c525169860cf1aeac50dc21b9
EVD-0000845,ORG-0014,OBL-000609,CTL-001312,Incident record,Cybersecurity evidence package 845,2026-05-14,USR-00029,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0014/845,89,a21b6ac95bb97de77214ba2759eb052f
EVD-0000846,ORG-0014,OBL-000609,CTL-001312,Incident record,Cybersecurity evidence package 846,2026-01-24,USR-00073,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0014/846,9,558aa9b9cc975b90d4f622d6a735d22f
EVD-0000847,ORG-0011,OBL-000631,CTL-000003,Training log,Data Privacy evidence package 847,2026-07-05,USR-00085,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0011/847,84,39787646e483451b545f8521744b1cf3
EVD-0000848,ORG-0013,OBL-000573,CTL-001003,Incident record,Capital Adequacy evidence package 848,2025-11-24,USR-00039,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0013/848,94,c5703e22ba0bbb1105570fa4f90f6ee2
EVD-0000849,ORG-0013,OBL-000573,CTL-001003,Incident record,Capital Adequacy evidence package 849,2025-11-07,USR-00097,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0013/849,89,c6a6bf185685cb39e536595ead05f386
EVD-0000850,ORG-0013,OBL-000573,CTL-001003,Incident record,Capital Adequacy evidence package 850,2025-10-08,USR-00034,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0013/850,78,2eafdf99c7a028ac06a9d493e2b287ce
EVD-0000851,ORG-0007,OBL-000343,CTL-000452,Policy document,Audit & Reporting evidence package 851,2025-01-07,USR-00081,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0007/851,20,b652e90925f2ee0d6dbfa4053f25d5b4
EVD-0000852,ORG-0007,OBL-000343,CTL-000452,Policy document,Audit & Reporting evidence package 852,2025-05-08,USR-00004,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0007/852,75,9ccb05873b316ec53a62d8962e692e9d
EVD-0000853,ORG-0020,OBL-000555,CTL-000775,Transaction report,Customer Protection evidence package 853,2025-07-07,USR-00027,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0020/853,85,c50a776fb7a6b877d396c7d7bfef00b9
EVD-0000854,ORG-0020,OBL-000555,CTL-000775,Transaction report,Customer Protection evidence package 854,2025-11-01,USR-00121,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0020/854,65,d725fb84f2fac055e7f22fcfa176a162
EVD-0000855,ORG-0020,OBL-000555,CTL-000775,Transaction report,Customer Protection evidence package 855,2025-08-22,USR-00121,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0020/855,36,ee4532343b69955f20bb85d0c9d64d0c
EVD-0000856,ORG-0005,OBL-000322,CTL-000170,Audit sample,Operational Resilience evidence package 856,2025-04-29,USR-00101,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0005/856,61,ed9062c81962ac41f5fe9e7f4f6989a6
EVD-0000857,ORG-0005,OBL-000322,CTL-000170,Audit sample,Operational Resilience evidence package 857,2025-05-04,USR-00125,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0005/857,71,6f3afe85d08c54642c2b9415e28a4962
EVD-0000858,ORG-0008,OBL-000567,CTL-001198,Policy document,Audit & Reporting evidence package 858,2025-08-01,USR-00106,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0008/858,25,c6c1aeb7982de391933f145f6fdc9492
EVD-0000859,ORG-0014,OBL-000042,CTL-001294,Policy document,Liquidity Risk evidence package 859,2026-06-11,USR-00073,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0014/859,30,aed0f11ef894cb0527350affc580adf1
EVD-0000860,ORG-0014,OBL-000042,CTL-001294,Policy document,Liquidity Risk evidence package 860,2025-08-29,USR-00053,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0014/860,0,201a94d1c50c3c87bbfc54fbac47058a
EVD-0000861,ORG-0013,OBL-000018,CTL-001348,Vendor attestation,Cybersecurity evidence package 861,2025-10-09,USR-00097,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0013/861,14,53e6f5e95cb3d58d02276551c4dbabeb
EVD-0000862,ORG-0024,OBL-000381,CTL-000916,Transaction report,Liquidity Risk evidence package 862,2025-08-19,USR-00138,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0024/862,23,4f15de2ab7553d6160b1f25f2cbf7c6d
EVD-0000863,ORG-0024,OBL-000381,CTL-000916,Transaction report,Liquidity Risk evidence package 863,2026-02-28,USR-00138,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0024/863,65,3b6cd71769904c94626a64ae6ecaa424
EVD-0000864,ORG-0014,OBL-000751,CTL-000644,Policy document,Audit & Reporting evidence package 864,2026-06-04,USR-00073,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0014/864,63,26318a11b9499eb92ba68fa75477dca6
EVD-0000865,ORG-0014,OBL-000751,CTL-000644,Policy document,Audit & Reporting evidence package 865,2025-07-08,USR-00053,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0014/865,40,95c97729ee291515243f89363dda7d28
EVD-0000866,ORG-0014,OBL-000751,CTL-000644,Policy document,Audit & Reporting evidence package 866,2026-04-30,USR-00073,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0014/866,23,35fc801bd6b089d67bd8439d32817496
EVD-0000867,ORG-0023,OBL-000402,CTL-000642,Board minutes,Trading Risk evidence package 867,2026-01-22,USR-00080,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0023/867,95,19ca7121cc13c70af7692197baa8c1a8
EVD-0000868,ORG-0001,OBL-000564,CTL-001181,Incident record,Audit & Reporting evidence package 868,2026-06-21,USR-00054,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0001/868,90,1f72bafd6ded6708c13279a3a2d35280
EVD-0000869,ORG-0001,OBL-000564,CTL-001181,Incident record,Audit & Reporting evidence package 869,2025-03-05,USR-00076,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0001/869,55,f36cccb1284b95a8188e17d1cea2b49e
EVD-0000870,ORG-0011,OBL-000258,CTL-001057,Audit sample,Outsourcing evidence package 870,2026-01-15,USR-00116,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0011/870,56,758360453b433270536d94972b1fe96c
EVD-0000871,ORG-0011,OBL-000258,CTL-001057,Audit sample,Outsourcing evidence package 871,2025-12-31,USR-00085,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0011/871,78,85a6e4e65e827a1d24a950dc29181b9e
EVD-0000872,ORG-0011,OBL-000258,CTL-001057,Audit sample,Outsourcing evidence package 872,2026-01-16,USR-00116,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0011/872,81,cd8edbfec2167a0514c2334dd709fc0a
EVD-0000873,ORG-0007,OBL-000717,CTL-000714,Data retention proof,Cybersecurity evidence package 873,2026-03-07,USR-00004,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0007/873,0,1bfe0c3bffc95938356f103d459fbb73
EVD-0000874,ORG-0001,OBL-000660,CTL-001373,Vendor attestation,Audit & Reporting evidence package 874,2026-03-03,USR-00054,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0001/874,86,59921ae1966f83b439cac03211ebdc34
EVD-0000875,ORG-0001,OBL-000660,CTL-001373,Vendor attestation,Audit & Reporting evidence package 875,2024-12-22,USR-00054,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0001/875,89,dedfee90ffb2c6b2c9001ea25dfaa1c3
EVD-0000876,ORG-0001,OBL-000660,CTL-001373,Vendor attestation,Audit & Reporting evidence package 876,2025-11-08,USR-00076,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0001/876,43,9afa7688969173fd4bb5a833cd673098
EVD-0000877,ORG-0008,OBL-000219,CTL-000395,Policy document,Trading Risk evidence package 877,2025-09-20,USR-00128,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0008/877,70,ac6288cf253466ec06287fa36019d84d
EVD-0000878,ORG-0008,OBL-000219,CTL-000395,Policy document,Trading Risk evidence package 878,2026-03-13,USR-00106,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0008/878,17,fc979f38d57facf9800aced6198d0e19
EVD-0000879,ORG-0013,OBL-000365,CTL-000980,Training log,Operational Resilience evidence package 879,2025-10-06,USR-00097,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0013/879,41,0608dea1e17bc46623d525e6ef5fed01
EVD-0000880,ORG-0013,OBL-000365,CTL-000980,Training log,Operational Resilience evidence package 880,2025-05-30,USR-00034,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0013/880,62,c0c27a5e039c88baaa7c3c0fe52324e8
EVD-0000881,ORG-0010,OBL-000687,CTL-001260,Board minutes,Cybersecurity evidence package 881,2024-11-23,USR-00064,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0010/881,50,d4979a79a2a52af6e53f56703c403938
EVD-0000882,ORG-0010,OBL-000687,CTL-001260,Board minutes,Cybersecurity evidence package 882,2025-04-09,USR-00058,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0010/882,5,15be01f8242cd3ea86d3578840db04c8
EVD-0000883,ORG-0013,OBL-000321,CTL-000583,Data retention proof,Operational Resilience evidence package 883,2026-02-25,USR-00039,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0013/883,94,331e7371adae69a1a6cd66b8b3f57fb8
EVD-0000884,ORG-0013,OBL-000321,CTL-000583,Data retention proof,Operational Resilience evidence package 884,2026-05-18,USR-00097,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0013/884,67,25b9b156c683c62273f2c5de4ddee022
EVD-0000885,ORG-0013,OBL-000321,CTL-000583,Data retention proof,Operational Resilience evidence package 885,2025-12-13,USR-00034,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0013/885,47,fd4616eef42e5f65f46998f6fb969aab
EVD-0000886,ORG-0011,OBL-000573,CTL-001232,Incident record,Capital Adequacy evidence package 886,2024-11-27,USR-00116,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0011/886,91,1b9a3545381f2e6948f414263256e5ec
EVD-0000887,ORG-0001,OBL-000422,CTL-000807,Board minutes,Incident Management evidence package 887,2025-07-24,USR-00054,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0001/887,0,4ef35d3d573414a04711bba921295ed7
EVD-0000888,ORG-0026,OBL-000002,CTL-000392,Access review,Capital Adequacy evidence package 888,2025-05-16,USR-00115,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0026/888,38,0fed71205b73565df79c35cd3c01f8aa
EVD-0000889,ORG-0026,OBL-000002,CTL-000392,Access review,Capital Adequacy evidence package 889,2025-02-09,USR-00146,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0026/889,93,0fea8b0450566533efc5fdeb113de971
EVD-0000890,ORG-0026,OBL-000002,CTL-000392,Access review,Capital Adequacy evidence package 890,2026-04-18,USR-00099,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0026/890,93,85d5253b94bf7ee7de615baca8e3ff9d
EVD-0000891,ORG-0001,OBL-000265,CTL-000995,Vendor attestation,Operational Resilience evidence package 891,2026-06-19,USR-00054,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0001/891,81,bace94de7201f02bb1ba95d8c2ee5eb5
EVD-0000892,ORG-0025,OBL-000741,CTL-000810,Data retention proof,KYC/AML evidence package 892,2026-02-21,USR-00032,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0025/892,91,4dc562fa10fabeb3470dd8d87e37bb20
EVD-0000893,ORG-0025,OBL-000741,CTL-000810,Data retention proof,KYC/AML evidence package 893,2025-11-28,USR-00132,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0025/893,83,094bf31e2dbe1369a05a63ea5ebca7cd
EVD-0000894,ORG-0007,OBL-000168,CTL-001410,Training log,KYC/AML evidence package 894,2026-03-02,USR-00035,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0007/894,97,4f6dceed1a6ddc72ce378cbfcab99bf4
EVD-0000895,ORG-0012,OBL-000580,CTL-000852,Incident record,Outsourcing evidence package 895,2025-05-16,USR-00102,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0012/895,79,e5bf918985c7a6da07e914e0df9c9ebe
EVD-0000896,ORG-0014,OBL-000289,CTL-001390,Policy document,Data Privacy evidence package 896,2026-03-02,USR-00053,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0014/896,96,b57af3149152ae4079b6fad48a890860
EVD-0000897,ORG-0014,OBL-000289,CTL-001390,Policy document,Data Privacy evidence package 897,2025-08-08,USR-00053,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0014/897,91,5397be1c3a5d3ab8af82ed54a468330c
EVD-0000898,ORG-0014,OBL-000289,CTL-001390,Policy document,Data Privacy evidence package 898,2026-06-10,USR-00053,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0014/898,78,ce8acfc5c79470ecdf677965f1fe42a5
EVD-0000899,ORG-0019,OBL-000193,CTL-000222,Policy document,Audit & Reporting evidence package 899,2026-06-05,USR-00024,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0019/899,70,365fd9aee31354e89b9bcbb5c03edb4d
EVD-0000900,ORG-0019,OBL-000193,CTL-000222,Policy document,Audit & Reporting evidence package 900,2025-02-13,USR-00023,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0019/900,86,4560d209e9c506aadf55904c43d1bd8d
EVD-0000901,ORG-0019,OBL-000193,CTL-000222,Policy document,Audit & Reporting evidence package 901,2025-10-27,USR-00024,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0019/901,53,3c7a2e4afe58f245395b8d79efbe8efe
EVD-0000902,ORG-0016,OBL-000472,CTL-000896,Training log,Capital Adequacy evidence package 902,2025-06-20,USR-00083,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0016/902,32,cdf84e3a72ac0acea857192e3e0f3a4c
EVD-0000903,ORG-0011,OBL-000365,CTL-000509,Training log,Operational Resilience evidence package 903,2026-01-12,USR-00116,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0011/903,44,ee0eefbba5ca8f2356ac3e5871aa3413
EVD-0000904,ORG-0011,OBL-000365,CTL-000509,Training log,Operational Resilience evidence package 904,2026-06-06,USR-00085,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0011/904,96,800ec790562231052726df38da4246a9
EVD-0000905,ORG-0011,OBL-000365,CTL-000509,Training log,Operational Resilience evidence package 905,2025-10-27,USR-00116,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0011/905,11,9a5eb7803fd25e703e634219bdaa55d3
EVD-0000906,ORG-0005,OBL-000361,CTL-001430,Data retention proof,Audit & Reporting evidence package 906,2025-08-30,USR-00120,Rejected,Evidence requires follow-up because status is rejected.,synthetic://niyamguard/evidence/ORG-0005/906,21,63bbce2b2b827a3f68be47821bd37eab
EVD-0000907,ORG-0005,OBL-000361,CTL-001430,Data retention proof,Audit & Reporting evidence package 907,2025-09-24,USR-00013,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0005/907,93,65573e504b77a7b6c751d7960bcadf66
EVD-0000908,ORG-0005,OBL-000361,CTL-001430,Data retention proof,Audit & Reporting evidence package 908,2026-01-29,USR-00120,Missing,Evidence requires follow-up because status is missing.,synthetic://niyamguard/evidence/ORG-0005/908,0,a04088ad1e4015b4ab513e90fdab9787
EVD-0000909,ORG-0019,OBL-000072,CTL-000370,Incident record,Trading Risk evidence package 909,2025-01-11,USR-00139,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0019/909,64,19695b71c0bddc6d37f6fa4953a3d36f
EVD-0000910,ORG-0017,OBL-000757,CTL-000925,Policy document,Operational Resilience evidence package 910,2026-01-04,USR-00141,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0017/910,88,b0681e9f1f8befed4d232eb78004ea43
EVD-0000911,ORG-0013,OBL-000331,CTL-000366,Access review,KYC/AML evidence package 911,2026-04-03,USR-00034,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0013/911,76,5a03705352569b76f94f1ad3e80d5885
EVD-0000912,ORG-0013,OBL-000331,CTL-000366,Access review,KYC/AML evidence package 912,2026-02-11,USR-00097,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0013/912,62,523de41ce78478ebb78e72ae4fe6e2e6
EVD-0000913,ORG-0013,OBL-000331,CTL-000366,Access review,KYC/AML evidence package 913,2026-06-02,USR-00039,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0013/913,85,698661b80c4c87b2a9e0cbb22cab0a1d
EVD-0000914,ORG-0018,OBL-000616,CTL-000488,Transaction report,Cybersecurity evidence package 914,2026-01-23,USR-00057,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0018/914,83,e34f14c994f05cc74993f05db649948d
EVD-0000915,ORG-0018,OBL-000616,CTL-000488,Transaction report,Cybersecurity evidence package 915,2025-11-23,USR-00022,Needs Clarification,Evidence requires follow-up because status is needs clarification.,synthetic://niyamguard/evidence/ORG-0018/915,58,21d3f54cdbc953455de96a3177f2ff82
EVD-0000916,ORG-0018,OBL-000616,CTL-000488,Transaction report,Cybersecurity evidence package 916,2026-06-30,USR-00109,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0018/916,78,f8a753039da1886cec5ff83a71e6e9e3
EVD-0000917,ORG-0006,OBL-000154,CTL-001240,Transaction report,Liquidity Risk evidence package 917,2025-02-06,USR-00093,Expired,Evidence requires follow-up because status is expired.,synthetic://niyamguard/evidence/ORG-0006/917,38,dfcd21d9de56e28815909ac9f7fc821c
EVD-0000918,ORG-0006,OBL-000154,CTL-001240,Transaction report,Liquidity Risk evidence package 918,2025-03-20,USR-00005,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0006/918,80,23d523d131e2d35bb441322a66c0c31a
EVD-0000919,ORG-0006,OBL-000154,CTL-001240,Transaction report,Liquidity Risk evidence package 919,2026-02-10,USR-00005,Accepted,Evidence is sufficient and traceable.,synthetic://niyamguard/evidence/ORG-0006/919,86,38e90f8fc956d3f7db9c1aa4bd1d1465
