qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000201,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00059,OBL-000262,ORG-0011,medium,validation
QA-000202,Show audit trail for MAP-0000009,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00014,OBL-000375,ORG-0010,easy,train
QA-000203,Show drift for POL-000297,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00037,OBL-000084,ORG-0029,easy,train
QA-000204,Show missing evidence for Capital Adequacy,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00190,OBL-000255,ORG-0004,easy,validation
QA-000205,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00162,OBL-000691,ORG-0003,easy,validation
QA-000206,Find latest NPCI requirements for KYC/AML,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00189,OBL-000100,ORG-0003,easy,validation
QA-000207,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00067,OBL-000403,ORG-0024,medium,train
QA-000208,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00012,OBL-000545,ORG-0029,easy,train
QA-000209,What obligations are in circular CIR-00152?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00152,OBL-000427,ORG-0020,easy,train
QA-000210,Show audit trail for MAP-0000740,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00167,OBL-000069,ORG-0016,easy,train
QA-000211,Give executive summary for MOF circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00077,OBL-000278,ORG-0008,easy,test
QA-000212,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00056,OBL-000570,ORG-0026,easy,train
QA-000213,Who should own Trading Risk remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00172,OBL-000641,ORG-0006,medium,validation
QA-000214,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00149,OBL-000379,ORG-0005,easy,train
QA-000215,Set owner for obligation OBL-000012,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00145,OBL-000012,ORG-0010,medium,train
QA-000216,Which evidence is rejected for ORG-0028?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00185,OBL-000490,ORG-0028,hard,train
QA-000217,Why is ORG-0029 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00195,OBL-000409,ORG-0029,easy,train
QA-000218,Find latest SEBI requirements for Capital Adequacy,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00112,OBL-000627,ORG-0022,hard,train
QA-000219,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00201,OBL-000610,ORG-0005,easy,validation
QA-000220,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00102,OBL-000587,ORG-0014,easy,train
QA-000221,Do we have proof for obligation OBL-000739?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00218,OBL-000739,ORG-0015,easy,test
QA-000222,Find latest MOF requirements for Capital Adequacy,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00195,OBL-000357,ORG-0025,medium,train
QA-000223,Which evidence is rejected for ORG-0027?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00211,OBL-000382,ORG-0027,medium,train
QA-000224,What obligations are in circular CIR-00022?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00022,OBL-000629,ORG-0029,medium,train
QA-000225,Do we have proof for obligation OBL-000464?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00010,OBL-000464,ORG-0002,hard,train
QA-000226,What is the main point of CIR-00135?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00135,OBL-000052,ORG-0029,medium,train
QA-000227,Create remediation steps for finding FND-000506,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00137,OBL-000412,ORG-0009,easy,test
QA-000228,What obligations are in circular CIR-00186?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00186,OBL-000298,ORG-0029,easy,train
QA-000229,Extract action items from CIR-00161,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00161,OBL-000082,ORG-0025,medium,validation
QA-000230,Extract action items from CIR-00207,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00207,OBL-000064,ORG-0012,medium,validation
QA-000231,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00030,OBL-000010,ORG-0015,easy,train
QA-000232,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00057,OBL-000552,ORG-0005,hard,train
QA-000233,Create remediation steps for finding FND-000043,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00062,OBL-000560,ORG-0010,hard,train
QA-000234,Show drift for POL-000130,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00007,OBL-000707,ORG-0013,medium,train
QA-000235,Find latest NPCI requirements for Trading Risk,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00160,OBL-000420,ORG-0030,easy,validation
QA-000236,Find gaps for Access Control and Review Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00131,OBL-000367,ORG-0005,medium,train
QA-000237,Do we have proof for obligation OBL-000326?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00016,OBL-000326,ORG-0001,easy,train
QA-000238,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00219,OBL-000206,ORG-0024,medium,train
QA-000239,Assign this finding to Audit,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00080,OBL-000634,ORG-0020,easy,train
QA-000240,Show missing evidence for Capital Adequacy,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00120,OBL-000442,ORG-0013,easy,train
QA-000241,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00068,OBL-000121,ORG-0027,easy,validation
QA-000242,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00131,OBL-000612,ORG-0019,easy,validation
QA-000243,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00109,OBL-000560,ORG-0015,medium,train
QA-000244,Tell me what we must do for Cybersecurity,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00191,OBL-000241,ORG-0010,easy,train
QA-000245,Do we have proof for obligation OBL-000675?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00197,OBL-000675,ORG-0004,easy,train
QA-000246,What is the main point of CIR-00059?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00059,OBL-000409,ORG-0025,hard,test
QA-000247,Is our policy covering obligation OBL-000098?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00053,OBL-000098,ORG-0009,medium,test
QA-000248,Explain the risk score for ORG-0021,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00067,OBL-000278,ORG-0021,easy,validation
QA-000249,Find gaps for Regulatory Reporting Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00082,OBL-000601,ORG-0013,medium,train
QA-000250,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00090,OBL-000246,ORG-0002,hard,train
QA-000251,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00122,OBL-000486,ORG-0017,medium,validation
QA-000252,How do I fix Liquidity Risk gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00029,OBL-000263,ORG-0023,easy,validation
QA-000253,Which circular talks about Operational Resilience risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00005,OBL-000279,ORG-0003,easy,train
QA-000254,Compare policy POL-000283 with new circular CIR-00023,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00023,OBL-000008,ORG-0028,medium,train
QA-000255,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00166,OBL-000544,ORG-0027,easy,train
QA-000256,Which circular talks about Outsourcing risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00104,OBL-000053,ORG-0001,easy,train
QA-000257,What obligations are in circular CIR-00045?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00045,OBL-000286,ORG-0011,hard,test
QA-000258,Find gaps for Disclosure and Investor Communication Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00042,OBL-000662,ORG-0005,medium,train
QA-000259,Which circular talks about Liquidity Risk risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00209,OBL-000642,ORG-0023,easy,validation
QA-000260,Give executive summary for RBI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00207,OBL-000560,ORG-0025,easy,train
QA-000261,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00183,OBL-000353,ORG-0023,easy,train
QA-000262,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00186,OBL-000379,ORG-0024,easy,train
QA-000263,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00158,OBL-000100,ORG-0003,easy,train
QA-000264,Explain the risk score for ORG-0017,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00010,OBL-000275,ORG-0017,medium,test
QA-000265,Create remediation steps for finding FND-000174,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00079,OBL-000070,ORG-0008,medium,train
QA-000266,Tell me what we must do for Capital Adequacy,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00144,OBL-000752,ORG-0010,easy,validation
QA-000267,How do I fix Trading Risk gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00001,OBL-000349,ORG-0010,hard,train
QA-000268,Show audit trail for MAP-0000767,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00201,OBL-000428,ORG-0016,easy,train
QA-000269,Is our policy covering obligation OBL-000208?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00163,OBL-000208,ORG-0027,medium,test
QA-000270,Create remediation steps for finding FND-000161,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00124,OBL-000669,ORG-0028,easy,train
QA-000271,Why is OBL-000696 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00005,OBL-000696,ORG-0025,easy,train
QA-000272,Why is OBL-000643 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00124,OBL-000643,ORG-0011,easy,validation
QA-000273,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00057,OBL-000149,ORG-0014,medium,train
QA-000274,Find latest FIU-IND requirements for Incident Management,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00124,OBL-000357,ORG-0020,easy,train
QA-000275,Extract action items from CIR-00183,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00183,OBL-000131,ORG-0010,easy,train
QA-000276,Tell me what we must do for Outsourcing,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00090,OBL-000728,ORG-0015,medium,train
QA-000277,Set owner for obligation OBL-000535,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00041,OBL-000535,ORG-0027,easy,train
QA-000278,Generate compliance report for ORG-0012,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00103,OBL-000232,ORG-0012,medium,test
QA-000279,Compare policy POL-000174 with new circular CIR-00046,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00046,OBL-000412,ORG-0017,easy,train
QA-000280,Show audit trail for MAP-0000638,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00098,OBL-000669,ORG-0002,easy,train
QA-000281,Set owner for obligation OBL-000169,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00197,OBL-000169,ORG-0004,easy,train
QA-000282,Do we have proof for obligation OBL-000116?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00049,OBL-000116,ORG-0006,easy,train
QA-000283,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00033,OBL-000116,ORG-0009,hard,train
QA-000284,What obligations are in circular CIR-00169?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00169,OBL-000122,ORG-0011,easy,validation
QA-000285,How do I fix Liquidity Risk gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00163,OBL-000188,ORG-0015,hard,train
QA-000286,Which evidence is rejected for ORG-0027?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00194,OBL-000159,ORG-0027,easy,train
QA-000287,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00211,OBL-000593,ORG-0006,easy,train
QA-000288,Show audit trail for MAP-0000276,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00173,OBL-000185,ORG-0017,easy,train
QA-000289,Find gaps for Liquidity Risk Monitoring Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00076,OBL-000686,ORG-0008,medium,validation
QA-000290,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00077,OBL-000706,ORG-0022,medium,train
QA-000291,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00156,OBL-000082,ORG-0020,easy,train
QA-000292,Which circular talks about Customer Protection risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00218,OBL-000377,ORG-0011,easy,train
QA-000293,Why is ORG-0023 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00030,OBL-000594,ORG-0023,hard,train
QA-000294,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00049,OBL-000569,ORG-0017,medium,train
QA-000295,Give executive summary for MOF circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00056,OBL-000395,ORG-0011,hard,train
QA-000296,Which evidence is rejected for ORG-0016?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00027,OBL-000737,ORG-0016,medium,train
QA-000297,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00130,OBL-000481,ORG-0002,easy,train
QA-000298,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00181,OBL-000402,ORG-0009,medium,test
QA-000299,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00172,OBL-000065,ORG-0017,medium,validation
QA-000300,Set owner for obligation OBL-000741,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00217,OBL-000741,ORG-0020,easy,train
QA-000301,Show circulars related to KYC/AML for FinTech,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00197,OBL-000208,ORG-0005,medium,train
QA-000302,Set owner for obligation OBL-000659,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00087,OBL-000659,ORG-0009,easy,train
QA-000303,Show missing evidence for Outsourcing,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00129,OBL-000603,ORG-0011,easy,train
QA-000304,Why is ORG-0009 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00126,OBL-000452,ORG-0009,easy,train
QA-000305,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00150,OBL-000055,ORG-0028,easy,train
QA-000306,Compare policy POL-000049 with new circular CIR-00006,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00006,OBL-000056,ORG-0005,easy,train
QA-000307,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00069,OBL-000314,ORG-0020,easy,train
QA-000308,Explain the risk score for ORG-0001,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00158,OBL-000368,ORG-0001,medium,validation
QA-000309,How do I fix Capital Adequacy gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00202,OBL-000533,ORG-0024,medium,train
QA-000310,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00002,OBL-000027,ORG-0018,medium,test
QA-000311,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00139,OBL-000063,ORG-0013,medium,train
QA-000312,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00011,OBL-000153,ORG-0016,medium,validation
