circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00056,MOF,Insurance,MOF circular on incident management requirements for insurance entities,2024-07-15,2024-08-30,2024-12-09,Incident Management,High,India / Synthetic Demo,Synthetic Incident Management requirement for Insurance firms to retain UPI dispute handling.,"This synthetic circular requires regulated entities in the Insurance sector to retain UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/56,Active,"High,Incident Management,Insurance,UPI,retain",v2.0
CIR-00057,IRDAI,Payments,IRDAI circular on liquidity risk requirements for payments entities,2025-05-15,2025-07-09,2025-12-08,Liquidity Risk,High,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Payments firms to disclose data retention.,"This synthetic circular requires regulated entities in the Payments sector to disclose data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/57,Draft,"High,Liquidity Risk,Payments,data,disclose",v3.0
CIR-00058,IRDAI,NBFC,IRDAI circular on trading risk requirements for nbfc entities,2025-07-10,2025-09-11,2026-01-20,Trading Risk,Medium,India / Synthetic Demo,Synthetic Trading Risk requirement for NBFC firms to disclose board oversight.,"This synthetic circular requires regulated entities in the NBFC sector to disclose board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/58,Active,"Medium,NBFC,Trading Risk,board,disclose",v2.0
CIR-00059,MOF,Mutual Funds,MOF circular on cybersecurity requirements for mutual funds entities,2025-11-02,2025-12-19,2026-05-20,Cybersecurity,Critical,India / Synthetic Demo,Synthetic Cybersecurity requirement for Mutual Funds firms to automate capital calculations.,"This synthetic circular requires regulated entities in the Mutual Funds sector to automate capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/59,Superseded,"Critical,Cybersecurity,Mutual Funds,automate,capital",v2.0
CIR-00060,FIU-IND,Insurance,FIU-IND circular on liquidity risk requirements for insurance entities,2025-09-22,2025-12-21,2026-03-22,Liquidity Risk,Low,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Insurance firms to automate customer due diligence.,"This synthetic circular requires regulated entities in the Insurance sector to automate customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/60,Active,"Insurance,Liquidity Risk,Low,automate,customer",v3.0
CIR-00061,SEBI,Payments,SEBI circular on incident management requirements for payments entities,2025-02-27,2025-04-25,2025-09-22,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for Payments firms to standardize liquidity stress testing.,"This synthetic circular requires regulated entities in the Payments sector to standardize liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/61,Active,"Incident Management,Low,Payments,liquidity,standardize",v1.0
CIR-00062,FIU-IND,Brokerage,FIU-IND circular on data privacy requirements for brokerage entities,2026-06-18,2026-09-01,2027-01-31,Data Privacy,High,India / Synthetic Demo,Synthetic Data Privacy requirement for Brokerage firms to automate UPI dispute handling.,"This synthetic circular requires regulated entities in the Brokerage sector to automate UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/62,Active,"Brokerage,Data Privacy,High,UPI,automate",v3.0
CIR-00063,RBI,Payments,RBI circular on cybersecurity requirements for payments entities,2026-01-10,2026-01-29,2026-04-13,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Payments firms to validate board oversight.,"This synthetic circular requires regulated entities in the Payments sector to validate board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/63,Draft,"Cybersecurity,Medium,Payments,board,validate",v1.0
CIR-00064,NPCI,Capital Markets,NPCI circular on customer protection requirements for capital markets entities,2026-06-12,2026-08-03,2026-09-11,Customer Protection,Critical,India / Synthetic Demo,Synthetic Customer Protection requirement for Capital Markets firms to strengthen UPI dispute handling.,"This synthetic circular requires regulated entities in the Capital Markets sector to strengthen UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/64,Active,"Capital Markets,Critical,Customer Protection,UPI,strengthen",v1.0
CIR-00065,IRDAI,FinTech,IRDAI circular on trading risk requirements for fintech entities,2025-07-10,2025-09-30,2026-03-05,Trading Risk,Critical,India / Synthetic Demo,Synthetic Trading Risk requirement for FinTech firms to document data retention.,"This synthetic circular requires regulated entities in the FinTech sector to document data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/65,Active,"Critical,FinTech,Trading Risk,data,document",v1.0
CIR-00066,RBI,Capital Markets,RBI circular on capital adequacy requirements for capital markets entities,2025-10-25,2025-12-11,2026-02-26,Capital Adequacy,High,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Capital Markets firms to strengthen investor disclosures.,"This synthetic circular requires regulated entities in the Capital Markets sector to strengthen investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/66,Active,"Capital Adequacy,Capital Markets,High,investor,strengthen",v2.0
CIR-00067,FIU-IND,Payments,FIU-IND circular on incident management requirements for payments entities,2026-05-26,2026-07-31,2026-12-17,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for Payments firms to retain brokerage surveillance.,"This synthetic circular requires regulated entities in the Payments sector to retain brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/67,Active,"Incident Management,Medium,Payments,brokerage,retain",v3.0
CIR-00068,RBI,Capital Markets,RBI circular on data privacy requirements for capital markets entities,2024-09-11,2024-09-26,2024-12-31,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Capital Markets firms to validate capital calculations.,"This synthetic circular requires regulated entities in the Capital Markets sector to validate capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/68,Active,"Capital Markets,Data Privacy,Medium,capital,validate",v2.0
CIR-00069,IRDAI,Banking,IRDAI circular on trading risk requirements for banking entities,2025-01-03,2025-02-17,2025-04-03,Trading Risk,Medium,India / Synthetic Demo,Synthetic Trading Risk requirement for Banking firms to standardize incident reporting.,"This synthetic circular requires regulated entities in the Banking sector to standardize incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/69,Active,"Banking,Medium,Trading Risk,incident,standardize",v2.0
CIR-00070,MOF,Insurance,MOF circular on outsourcing requirements for insurance entities,2025-10-16,2025-12-07,2026-04-10,Outsourcing,High,India / Synthetic Demo,Synthetic Outsourcing requirement for Insurance firms to report capital calculations.,"This synthetic circular requires regulated entities in the Insurance sector to report capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/70,Active,"High,Insurance,Outsourcing,capital,report",v1.0
CIR-00071,NPCI,FinTech,NPCI circular on data privacy requirements for fintech entities,2025-09-12,2025-11-13,2026-03-29,Data Privacy,High,India / Synthetic Demo,Synthetic Data Privacy requirement for FinTech firms to retain incident reporting.,"This synthetic circular requires regulated entities in the FinTech sector to retain incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/71,Active,"Data Privacy,FinTech,High,incident,retain",v3.0
CIR-00072,SEBI,NBFC,SEBI circular on operational resilience requirements for nbfc entities,2025-06-24,2025-08-24,2025-10-12,Operational Resilience,Medium,India / Synthetic Demo,Synthetic Operational Resilience requirement for NBFC firms to report transaction alerts.,"This synthetic circular requires regulated entities in the NBFC sector to report transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/72,Active,"Medium,NBFC,Operational Resilience,report,transaction",v3.0
CIR-00073,FIU-IND,Capital Markets,FIU-IND circular on operational resilience requirements for capital markets entities,2026-05-24,2026-08-13,2027-01-03,Operational Resilience,Low,India / Synthetic Demo,Synthetic Operational Resilience requirement for Capital Markets firms to standardize liquidity stress testing.,"This synthetic circular requires regulated entities in the Capital Markets sector to standardize liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/73,Active,"Capital Markets,Low,Operational Resilience,liquidity,standardize",v3.0
CIR-00074,NPCI,FinTech,NPCI circular on cybersecurity requirements for fintech entities,2025-04-09,2025-05-10,2025-10-18,Cybersecurity,High,India / Synthetic Demo,Synthetic Cybersecurity requirement for FinTech firms to validate incident reporting.,"This synthetic circular requires regulated entities in the FinTech sector to validate incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/74,Active,"Cybersecurity,FinTech,High,incident,validate",v3.0
CIR-00075,NPCI,Insurance,NPCI circular on incident management requirements for insurance entities,2025-02-09,2025-03-28,2025-04-27,Incident Management,High,India / Synthetic Demo,Synthetic Incident Management requirement for Insurance firms to automate risk appetite limits.,"This synthetic circular requires regulated entities in the Insurance sector to automate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/75,Active,"High,Incident Management,Insurance,automate,risk",v2.0
CIR-00076,IRDAI,NBFC,IRDAI circular on liquidity risk requirements for nbfc entities,2024-03-02,2024-03-25,2024-08-22,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for NBFC firms to strengthen UPI dispute handling.,"This synthetic circular requires regulated entities in the NBFC sector to strengthen UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/76,Active,"Liquidity Risk,Medium,NBFC,UPI,strengthen",v1.0
CIR-00077,MOF,Brokerage,MOF circular on liquidity risk requirements for brokerage entities,2025-01-26,2025-04-08,2025-08-12,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Brokerage firms to validate transaction alerts.,"This synthetic circular requires regulated entities in the Brokerage sector to validate transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/77,Active,"Brokerage,Liquidity Risk,Medium,transaction,validate",v3.0
CIR-00078,FIU-IND,Mutual Funds,FIU-IND circular on data privacy requirements for mutual funds entities,2025-07-04,2025-09-07,2026-02-19,Data Privacy,Low,India / Synthetic Demo,Synthetic Data Privacy requirement for Mutual Funds firms to document investor disclosures.,"This synthetic circular requires regulated entities in the Mutual Funds sector to document investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/78,Draft,"Data Privacy,Low,Mutual Funds,document,investor",v1.0
CIR-00079,RBI,FinTech,RBI circular on trading risk requirements for fintech entities,2025-07-11,2025-09-18,2026-03-03,Trading Risk,High,India / Synthetic Demo,Synthetic Trading Risk requirement for FinTech firms to validate capital calculations.,"This synthetic circular requires regulated entities in the FinTech sector to validate capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/79,Active,"FinTech,High,Trading Risk,capital,validate",v2.0
CIR-00080,SEBI,Payments,SEBI circular on trading risk requirements for payments entities,2026-01-12,2026-02-10,2026-03-20,Trading Risk,Critical,India / Synthetic Demo,Synthetic Trading Risk requirement for Payments firms to validate risk appetite limits.,"This synthetic circular requires regulated entities in the Payments sector to validate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/80,Active,"Critical,Payments,Trading Risk,risk,validate",v1.0
CIR-00081,SEBI,NBFC,SEBI circular on operational resilience requirements for nbfc entities,2024-02-04,2024-04-16,2024-05-28,Operational Resilience,Low,India / Synthetic Demo,Synthetic Operational Resilience requirement for NBFC firms to automate investor disclosures.,"This synthetic circular requires regulated entities in the NBFC sector to automate investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/81,Active,"Low,NBFC,Operational Resilience,automate,investor",v2.0
CIR-00082,SEBI,Payments,SEBI circular on outsourcing requirements for payments entities,2026-03-05,2026-03-27,2026-05-31,Outsourcing,High,India / Synthetic Demo,Synthetic Outsourcing requirement for Payments firms to retain UPI dispute handling.,"This synthetic circular requires regulated entities in the Payments sector to retain UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/82,Active,"High,Outsourcing,Payments,UPI,retain",v3.0
CIR-00083,FIU-IND,Mutual Funds,FIU-IND circular on capital adequacy requirements for mutual funds entities,2026-06-16,2026-07-19,2026-12-29,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Mutual Funds firms to automate outsourced vendor controls.,"This synthetic circular requires regulated entities in the Mutual Funds sector to automate outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/83,Active,"Capital Adequacy,Medium,Mutual Funds,automate,outsourced",v1.0
CIR-00084,FIU-IND,Capital Markets,FIU-IND circular on audit & reporting requirements for capital markets entities,2025-03-13,2025-06-07,2025-11-10,Audit & Reporting,High,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Capital Markets firms to strengthen brokerage surveillance.,"This synthetic circular requires regulated entities in the Capital Markets sector to strengthen brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/84,Draft,"Audit & Reporting,Capital Markets,High,brokerage,strengthen",v3.0
CIR-00085,NPCI,Mutual Funds,NPCI circular on outsourcing requirements for mutual funds entities,2025-02-22,2025-03-28,2025-07-12,Outsourcing,High,India / Synthetic Demo,Synthetic Outsourcing requirement for Mutual Funds firms to validate board oversight.,"This synthetic circular requires regulated entities in the Mutual Funds sector to validate board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/85,Active,"High,Mutual Funds,Outsourcing,board,validate",v2.0
CIR-00086,SEBI,Insurance,SEBI circular on operational resilience requirements for insurance entities,2024-05-27,2024-08-09,2024-09-22,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Insurance firms to retain outsourced vendor controls.,"This synthetic circular requires regulated entities in the Insurance sector to retain outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/86,Draft,"High,Insurance,Operational Resilience,outsourced,retain",v3.0
CIR-00087,FIU-IND,Brokerage,FIU-IND circular on data privacy requirements for brokerage entities,2024-07-27,2024-09-22,2024-11-11,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Brokerage firms to monitor brokerage surveillance.,"This synthetic circular requires regulated entities in the Brokerage sector to monitor brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/87,Active,"Brokerage,Data Privacy,Medium,brokerage,monitor",v3.0
CIR-00088,SEBI,Insurance,SEBI circular on kyc/aml requirements for insurance entities,2025-09-11,2025-10-01,2025-11-18,KYC/AML,Medium,India / Synthetic Demo,Synthetic KYC/AML requirement for Insurance firms to automate risk appetite limits.,"This synthetic circular requires regulated entities in the Insurance sector to automate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/88,Active,"Insurance,KYC/AML,Medium,automate,risk",v3.0
CIR-00089,SEBI,Payments,SEBI circular on customer protection requirements for payments entities,2024-12-06,2025-01-28,2025-03-02,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Payments firms to automate capital calculations.,"This synthetic circular requires regulated entities in the Payments sector to automate capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/89,Draft,"Customer Protection,High,Payments,automate,capital",v1.0
CIR-00090,MOF,Payments,MOF circular on customer protection requirements for payments entities,2025-12-21,2026-01-31,2026-06-11,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Payments firms to automate data retention.,"This synthetic circular requires regulated entities in the Payments sector to automate data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/90,Active,"Customer Protection,High,Payments,automate,data",v2.0
CIR-00091,NPCI,Mutual Funds,NPCI circular on customer protection requirements for mutual funds entities,2025-01-03,2025-03-24,2025-08-28,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to monitor transaction alerts.,"This synthetic circular requires regulated entities in the Mutual Funds sector to monitor transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/91,Superseded,"Customer Protection,Medium,Mutual Funds,monitor,transaction",v3.0
CIR-00092,NPCI,Payments,NPCI circular on capital adequacy requirements for payments entities,2025-02-27,2025-03-19,2025-09-09,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Payments firms to automate investor disclosures.,"This synthetic circular requires regulated entities in the Payments sector to automate investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/92,Active,"Capital Adequacy,Medium,Payments,automate,investor",v2.0
CIR-00093,FIU-IND,Brokerage,FIU-IND circular on audit & reporting requirements for brokerage entities,2024-07-19,2024-09-14,2024-12-11,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Brokerage firms to validate risk appetite limits.,"This synthetic circular requires regulated entities in the Brokerage sector to validate risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/93,Superseded,"Audit & Reporting,Brokerage,Medium,risk,validate",v2.0
CIR-00094,FIU-IND,Mutual Funds,FIU-IND circular on incident management requirements for mutual funds entities,2026-04-21,2026-07-07,2026-12-09,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for Mutual Funds firms to monitor board oversight.,"This synthetic circular requires regulated entities in the Mutual Funds sector to monitor board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/94,Active,"Incident Management,Medium,Mutual Funds,board,monitor",v2.0
CIR-00095,SEBI,FinTech,SEBI circular on data privacy requirements for fintech entities,2025-07-09,2025-07-31,2026-01-11,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for FinTech firms to strengthen transaction alerts.,"This synthetic circular requires regulated entities in the FinTech sector to strengthen transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/95,Draft,"Data Privacy,FinTech,Medium,strengthen,transaction",v3.0
CIR-00096,RBI,Brokerage,RBI circular on kyc/aml requirements for brokerage entities,2025-10-07,2025-11-20,2026-01-06,KYC/AML,Low,India / Synthetic Demo,Synthetic KYC/AML requirement for Brokerage firms to document customer due diligence.,"This synthetic circular requires regulated entities in the Brokerage sector to document customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/96,Active,"Brokerage,KYC/AML,Low,customer,document",v2.0
CIR-00097,IRDAI,FinTech,IRDAI circular on kyc/aml requirements for fintech entities,2024-01-17,2024-02-01,2024-07-16,KYC/AML,High,India / Synthetic Demo,Synthetic KYC/AML requirement for FinTech firms to retain outsourced vendor controls.,"This synthetic circular requires regulated entities in the FinTech sector to retain outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/97,Active,"FinTech,High,KYC/AML,outsourced,retain",v3.0
CIR-00098,MOF,Insurance,MOF circular on trading risk requirements for insurance entities,2026-04-12,2026-06-21,2026-09-04,Trading Risk,Low,India / Synthetic Demo,Synthetic Trading Risk requirement for Insurance firms to standardize transaction alerts.,"This synthetic circular requires regulated entities in the Insurance sector to standardize transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/98,Active,"Insurance,Low,Trading Risk,standardize,transaction",v1.0
